X,Y,SportsEquipmentID,Type,ServiceStatus,Ownership,Responsibility,Maintenance,LocationCertainty,InstallationCompany,OwnerType,ContractArea,InContract,Artwork,Construction,SurfaceFinish,SurveyDate,CommissionDate,DonorName,FallHeight,NumberOfAssets,SiteName,Photo,PhotographURL,AssetLongDescription,Comment,SAPInternalReference,IDSAssetUniqueID,LastEditDate
1577719.6738,5172293.2886,674,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Unknown,Eastern Contract Area,No,No,Metal,Galvanised,2008/01/11 00:00:00+00,2018/01/01 13:00:00+00,,,,PRK_3514 - Oxford Street Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010386.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010386.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010386.jpg,16m ENE of Centre of Park,,IE000000000010039033,,2024/09/09 09:54:42+00
1576500.4014,5171519.0112,779,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/01/11 00:00:00+00,2008/05/20 00:00:00+00,,,,PRK_3527 - Lyttelton Recreation Ground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010108.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010108.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010108.jpg,69m NE of Centre of Park,,IE000000000010038719,,2025/08/12 12:24:38+00
1576421.0324,5171510.0428,784,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/01/11 00:00:00+00,2008/05/20 00:00:00+00,,,,PRK_3527 - Lyttelton Recreation Ground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010113.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010113.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010113.jpg,32m N of Centre of Park,,IE000000000010038723,,2025/08/12 12:24:38+00
1571551.3019,5169387.3164,898,Netball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Unknown,Banks Peninsula,No,No,Metal,Galvanised,2008/01/24 00:00:00+00,2008/05/20 00:00:00+00,,,,PRK_3563 - Cholmondeley Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080124/00377/R0010667.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080124/00377/R0010667.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080124/00377/R0010667.jpg,68m SSE of Centre of Park,removable basketball hoop,IE000000000010038196,,2019/12/13 16:02:10+00
1571554.6814,5169386.6407,899,Tennis Practise Wall,In Service,CCC,Park,Park,Approximate XY,Unknown,Unknown,Banks Peninsula,No,No,Concrete,None,2008/01/24 00:00:00+00,2010/12/17 00:00:00+00,,,,PRK_3563 - Cholmondeley Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080124/00377/R0010668.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080124/00377/R0010668.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080124/00377/R0010668.jpg,70m SSE of Centre of Park,,IE000000000010038197,,2019/12/13 16:02:10+00
1571782.7689,5153182.9498,1396,Tennis Practise Wall,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Banks Peninsula,No,No,Concrete,Unknown,2008/01/24 00:00:00+00,2010/09/03 00:00:00+00,,,,PRK_3672 - Ataahua Domain,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080124/00378/R0011198.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080124/00378/R0011198.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080124/00378/R0011198.jpg,101m WSW of Centre of Park,Tennis practice wall in good condition,IE000000000010041465,,2020/05/02 12:36:57+00
1576511.0811,5171419.6578,2939,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/02/14 14:04:46+00,2008/05/20 00:00:00+00,,,,PRK_3527 - Lyttelton Recreation Ground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010125.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010125.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010125.jpg,67m SE of Centre of Park,,IE000000000010038757,,2025/08/12 12:24:38+00
1576432.8767,5171411.4528,2940,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/02/14 14:08:02+00,2008/05/20 00:00:00+00,,,,PRK_3527 - Lyttelton Recreation Ground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010127.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010127.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00377/R0010127.jpg,34m S of Centre of Park,,IE000000000010038758,,2025/08/12 12:24:38+00
1578999.8104,5169139.5074,2993,Tennis Practise Wall,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Banks Peninsula,No,No,Wood,Unknown,2008/02/14 00:00:00+00,2014/04/29 00:00:00+00,,,,PRK_3552 - Kirk Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080214/00377/R0011495.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080214/00377/R0011495.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080214/00377/R0011495.jpg,,,IE000000000010139050,,2021/07/02 14:09:31+00
1577708.4392,5172302.8026,3069,Skateboard Ramp,In Service,CCC,Park,Park,Approximate XY,Unknown,Unknown,Eastern Contract Area,No,No,Unknown,Unknown,2008/02/15 12:27:51+00,2018/01/01 13:00:00+00,,,,PRK_3514 - Oxford Street Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010394.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010394.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010394.jpg,17m N of Centre of Park,concrete solid,IE000000000010039048,,2024/09/09 09:54:42+00
1577717.7449,5172301.9396,3070,Skateboard Ramp,In Service,CCC,Park,Park,Approximate XY,Unknown,Unknown,Eastern Contract Area,No,No,Unknown,Unknown,2008/02/15 12:28:29+00,2018/01/01 13:00:00+00,,,,PRK_3514 - Oxford Street Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010395.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010395.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010395.jpg,20m NE of Centre of Park,solid conrete,IE000000000010039049,,2024/09/09 09:54:42+00
1577710.406,5172300.4043,3071,Skateboard Ramp,In Service,CCC,Park,Park,Approximate XY,Unknown,Unknown,Eastern Contract Area,No,No,Unknown,Unknown,2008/02/15 12:29:28+00,2018/01/01 13:00:00+00,,,,PRK_3514 - Oxford Street Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010392.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010392.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080111/00378/R0010392.jpg,16m NNE of Centre of Park,material: metal,IE000000000010039050,,2024/09/09 09:54:42+00
1592028.6423,5163310.3576,3734,Tennis Practise Wall,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Banks Peninsula,No,No,Wood,Painted,2008/02/21 00:00:00+00,2018/09/05 00:00:00+00,,,,FAC_3584 - Pigeon Bay Campground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080221/00377/R0011982.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080221/00377/R0011982.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080221/00377/R0011982.jpg,35m NE of Centre of Park,,IE000000000010041651,,2021/06/02 15:05:44+00
1592025.0221,5163306.8829,3735,Netball Hoop,In Service,CCC,Park,Park,Survey Accurate,Unknown,Council,Banks Peninsula,No,No,Metal,None,2019/08/05 00:00:00+00,2018/09/05 00:00:00+00,,2.2,,FAC_3584 - Pigeon Bay Campground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20190805/SportsEq0508880/SportsEq0508880.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20190805/SportsEq0508880/SportsEq0508880.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20190805/SportsEq0508880/SportsEq0508880.jpg,Revalidating existing vwSportsEquipment.3735,,IE000000000010041652,880,2024/04/30 07:27:13+00
1597477.4326,5150190.8976,4884,Cricket Net,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Banks Peninsula,No,No,Unknown,Unknown,2008/03/05 00:00:00+00,2008/05/20 00:00:00+00,,,,PRK_3739 - Akaroa Recreation Ground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080305/00378/R0014188.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080305/00378/R0014188.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080305/00378/R0014188.jpg,29m NNE of Centre of Park,,IE000000000010036818,,2020/05/02 12:36:57+00
1571272.4962,5181984.5507,7200,Netball Hoop,In Service,Private,Private,Park,Approximate XY,Unknown,,Northern Contract Area,Yes,No,Metal,Painted,2008/04/22 00:00:00+00,1998/12/31 00:00:00+00,,,,PRK_2231 - Packe Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080422/00377/R0015037.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080422/00377/R0015037.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080422/00377/R0015037.jpg,15m NE of Centre of Park,,IE000000000010028046,,2023/06/15 18:59:42+00
1572037.2895,5182677.6318,7634,Basketball Hoop,In Service,CCC,Park,Park,Survey Accurate,Unknown,Council,Northern Contract Area,Yes,No,Steel,Painted,2021/04/12 00:00:00+00,1998/12/31 00:00:00+00,,4.5,,PRK_0666 - Shirley Community Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20210412/SportsE1204133/SportsE1204133.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20210412/SportsE1204133/SportsE1204133.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20210412/SportsE1204133/SportsE1204133.jpg,Solo hoop on basketball court,,IE000000000010060058,10060058,2021/06/01 15:40:46+00
1568917.9709,5184439.3781,8049,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Metal,Painted,2008/04/29 00:00:00+00,2008/04/29 00:00:00+00,,,,PRK_0565 - Shearer Playground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080429/00378/R0017333.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080429/00378/R0017333.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080429/00378/R0017333.jpg,22m ENE of Centre of Park,,IE000000000010059755,,2020/05/02 12:36:57+00
1568919.7875,5184441.1397,8051,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Metal,Painted,2008/04/29 00:00:00+00,2008/04/29 00:00:00+00,,,,PRK_0565 - Shearer Playground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080429/00378/R0017331.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080429/00378/R0017331.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080429/00378/R0017331.jpg,25m NE of Centre of Park,,IE000000000010059748,,2020/05/02 12:36:57+00
1568920.5223,5184440.686,8052,Tennis Practise Wall,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Concrete,None,2008/04/29 00:00:00+00,2010/12/17 00:00:00+00,,,,PRK_0565 - Shearer Playground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080429/00378/R0017330.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080429/00378/R0017330.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080429/00378/R0017330.jpg,25m ENE of Centre of Park,"Cricket wicket, and Soccer goal post markings",IE000000000010059731,,2020/05/02 12:36:57+00
1568569.4063,5185462.1669,8476,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Painted,2008/05/01 00:00:00+00,2008/05/01 00:00:00+00,,,,PRK_0567 - Paddington Playground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080501/00377/R0016170.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080501/00377/R0016170.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080501/00377/R0016170.jpg,58m SSE of Centre of Park,,IE000000000010054383,,2020/05/02 12:36:57+00
1568566.3711,5185486.794,8501,Volleyball Net,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Rope,None,2008/05/01 00:00:00+00,2008/05/01 00:00:00+00,,,,PRK_0567 - Paddington Playground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080501/00377/R0016211.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080501/00377/R0016211.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080501/00377/R0016211.jpg,35m SE of Centre of Park,volleyball net...no category,IE000000000010054391,,2020/05/02 12:36:57+00
1567732.6248,5184908.9567,8597,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Painted,2008/05/02 00:00:00+00,2008/05/02 00:00:00+00,,,,PRK_0398 - Morrison Avenue Bowling Club,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080502/00378/R0017618.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080502/00378/R0017618.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080502/00378/R0017618.jpg,72m NW of Centre of Park,,IE000000000010052513,,2020/05/02 12:36:57+00
1568178.2379,5184883.3641,8731,Softball Net,In Service,Private,Private,Park,Approximate XY,Unknown,Unknown,Northern Contract Area,Yes,No,Metal,Galvanised,2008/05/02 00:00:00+00,2008/05/02 00:00:00+00,,,,PRK_0558 - Papanui Domain,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080502/00378/R0017660.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080502/00378/R0017660.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080502/00378/R0017660.jpg,93m NW of Centre of Park,,IE000000000010054824,,2020/09/07 10:32:57+00
1569462.7151,5186105.2662,8841,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Galvanised,2008/05/05 00:00:00+00,1998/12/31 00:00:00+00,,,,PRK_0441 - Dunedin Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080505/00378/R0017887.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080505/00378/R0017887.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080505/00378/R0017887.jpg,23m WSW of Centre of Park,,IE000000000010032302,,2020/05/02 12:36:57+00
1569494.4176,5186103.6121,8842,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Galvanised,2008/05/05 00:00:00+00,2008/05/05 00:00:00+00,,,,PRK_0441 - Dunedin Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080505/00378/R0017888.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080505/00378/R0017888.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080505/00378/R0017888.jpg,16m SE of Centre of Park,,IE000000000010032313,,2020/05/02 12:36:57+00
1569653.542,5185839.4965,8928,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Galvanised,2008/05/06 00:00:00+00,1998/12/31 00:00:00+00,,,,PRK_0440 - Norrie Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080506/00378/R0017992.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080506/00378/R0017992.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080506/00378/R0017992.jpg,29m N of Centre of Park,,IE000000000010053651,,2020/05/02 12:36:57+00
1569651.5601,5185798.8263,8938,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Galvanised,2008/05/06 00:00:00+00,2008/05/06 00:00:00+00,,,,PRK_0440 - Norrie Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080506/00378/R0018001.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080506/00378/R0018001.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080506/00378/R0018001.jpg,12m SSW of Centre of Park,,IE000000000010053661,,2020/05/02 12:36:57+00
1568120.841,5186049.4585,9099,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Painted,2008/05/07 00:00:00+00,1998/12/31 00:00:00+00,,,,PRK_0407 - Grampian Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080507/00377/R0016380.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080507/00377/R0016380.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080507/00377/R0016380.jpg,17m WNW of Centre of Park,,IE000000000010042393,,2020/05/02 12:36:57+00
1569401.3869,5186944.1633,10069,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Painted,2008/05/08 00:00:00+00,2008/05/08 00:00:00+00,,,,PRK_0444 - Murchison Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080508/00378/R0018274.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080508/00378/R0018274.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080508/00378/R0018274.jpg,71m NW of Centre of Park,,IE000000000010052859,,2020/05/02 12:36:57+00
1569459.1846,5186929.8444,10072,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Painted,2008/05/08 00:00:00+00,2008/05/08 00:00:00+00,,,,PRK_0444 - Murchison Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080508/00378/R0018277.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080508/00378/R0018277.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080508/00378/R0018277.jpg,36m N of Centre of Park,,IE000000000010052911,,2020/05/02 12:36:57+00
1575465.1107,5191058.1875,10616,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Metal,Painted,2008/05/19 00:00:00+00,2008/05/19 00:00:00+00,,,,PRK_0159 - Spencerville Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080519/00378/R0019092.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080519/00378/R0019092.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080519/00378/R0019092.jpg,44m NE of Centre of Park,,IE000000000010062062,,2020/05/02 12:36:57+00
1569930.8148,5188791.0642,11177,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Painted,2008/05/21 00:00:00+00,2008/05/21 00:00:00+00,,,,PRK_0370 - Sheldon Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080521/00378/R0019322.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080521/00378/R0019322.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080521/00378/R0019322.jpg,238m WNW of Centre of Park,,IE000000000010059886,,2020/05/02 12:36:57+00
1575586.0948,5194411.4759,11620,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Painted,2008/05/22 00:00:00+00,2008/05/22 00:00:00+00,,,,PRK_0140 - Brooklands Domain,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080522/00377/R0018661.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080522/00377/R0018661.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080522/00377/R0018661.jpg,43m SE of Centre of Park,,IE000000000010069776,,2020/05/02 12:36:57+00
1575571.7078,5194393.83,11622,Skateboard Ramp,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Concrete,None,2008/05/23 00:00:00+00,2013/03/01 00:00:00+00,,,,PRK_0140 - Brooklands Domain,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080523/00377/R0018867.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080523/00377/R0018867.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080523/00377/R0018867.jpg,51m SSE of Centre of Park,,IE000000000010069763,,2020/05/02 12:36:57+00
1575572.5962,5194400.8582,11623,Skateboard Rail,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Metal,None,2008/05/23 00:00:00+00,2013/03/01 00:00:00+00,,,,PRK_0140 - Brooklands Domain,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080523/00377/R0018871.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080523/00377/R0018871.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080523/00377/R0018871.jpg,44m SSE of Centre of Park,skateboard beam,IE000000000010069925,,2020/05/02 12:36:57+00
1571371.5639,5183592.3366,11979,Netball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Metal,Painted,2008/05/28 00:00:00+00,1998/12/31 00:00:00+00,,,,PRK_0651 - Mahars Playground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080528/00378/R0020032.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080528/00378/R0020032.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080528/00378/R0020032.jpg,11m NNE of Centre of Park,delete other asset that saved it as a monument,IE000000000010050192,,2020/05/02 12:36:57+00
1571273.7388,5182391.7854,12350,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Galvanised,2008/05/30 00:00:00+00,1998/12/31 00:00:00+00,,,,PRK_0631 - St Albans Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080530/00377/R0019922.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080530/00377/R0019922.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080530/00377/R0019922.jpg,114m SSE of Centre of Park,,IE000000000010062499,,2020/05/02 12:36:57+00
1571145.5339,5182469.1809,12468,Skateboard Rail,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Metal,Galvanised,2008/05/30 00:00:00+00,2013/03/01 00:00:00+00,,,,PRK_0631 - St Albans Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080530/00377/R0019887.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080530/00377/R0019887.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080530/00377/R0019887.jpg,97m WSW of Centre of Park,beam for skateboarders,IE000000000010062548,,2020/05/02 12:36:57+00
