Location,Main_Track,Track_Name,Road_Name,Road_Section,Surface,Use_,Difficulty,OBJECTID,WIDTH_M_,Distance,Source,WalkTime,RideTime,PrimaryUse,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ShapeSTLength
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,926,,,Forest & Bird,,,,{F04E9A7A-F2E2-47E3-BDA1-A905778B0D38},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,7.29028210144505
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,927,,,Forest & Bird,,,,{CF34C743-C542-472D-B341-79283E8092EB},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,32.1948848937767
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,928,,,Forest & Bird,,,,{32B3AD7E-C99B-416C-9562-AC1FDCAAF543},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,31.0418923473632
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,929,,,Forest & Bird,,,,{4969D713-AD71-4EFA-AEC0-554AAC14E7A0},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,82.6275553047004
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,930,,,Forest & Bird,,,,{F247F2F5-3771-49B3-9989-7D2A80BF7836},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,9.5732971077937
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,931,,,Forest & Bird,,,,{F31DE8B1-C2F3-4BDE-B7F1-436A61E6511D},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,6.91141295128996
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,932,,,Forest & Bird,,,,{C640FF40-0D55-4BF4-BEC6-5489A90026CA},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,16.7953954828615
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,933,,,Forest & Bird,,,,{CBA43B04-B057-43B4-9326-14FA495860DD},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,6.07136044888086
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,934,,,Forest & Bird,,,,{97A1BF6F-2C25-44E1-93D1-0F80038A0EE2},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,7.24938968964663
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,935,,,Forest & Bird,,,,{DF3F9681-D44E-4086-AB63-F63CCC0038E4},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,43.0353205732032
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,936,,,Forest & Bird,,,,{D96C25B1-F43B-4432-85EA-23FDD62269C5},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,13.8920324935909
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,937,,,Forest & Bird,,,,{68295299-37B6-4129-B811-2441D7B4BC63},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,310.049523947145
Birchville Park,,Birchville Park Track,ACCESSWAY (BIRCHVILLE PARK),,Gravel Path,,,938,,,Forest & Bird,,,,{22DF0564-2418-461E-A2C6-A1E268FCB072},CSPENCE,2025/10/01 04:21:27+00,CSPENCE,2025/10/01 04:22:26+00,6.88233291624286
